Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"1070","1","1773","","2008-08-04 07:34:44","","29","21469","<p>What is the correct way to get the process size on <code>Solaris, HP-UX</code> and <code>AIX</code>? Should we use <code>top</code> or <code>ps -o vsz</code> or something else?</p>
","236","","395659","","2013-02-07 13:11:32","2018-02-09 15:19:06","Process size on UNIX","<unix><size>","4","0","3","","","CC BY-SA 3.0"
"1083","1","42406","","2008-08-04 08:21:42","","30","3778","<p>I was wondering if there is any good and clean object-oriented programming (OOP) implementation of Bayesian filtering for spam and text classification? This is just for learning purposes.</p>
","260","","570918","Kevin","2019-04-10 21:36:19","2019-04-10 21:36:19","Object Oriented Bayesian Spam Filtering?","<oop><artificial-intelligence><naivebayes><email-spam>","6","0","9","","","CC BY-SA 3.0"
"1104","1","1109","","2008-08-04 10:01:37","","30","2596","<p>Exceptions in C++ don't need to be caught (no compile time errors) by the calling function. So it's up to developer's judgment whether to catch them using try/catch (unlike in Java).</p>

<p>Is there a way one can ensure that the exceptions thrown are always caught using try/catch by the calling function?</p>
","236","","1033581","","2018-07-29 18:55:14","2018-07-29 18:55:14","Ensuring that Exceptions are always caught","<c++><exception><try-catch>","7","1","2","","","CC BY-SA 4.0"
"1108","1","1130","","2008-08-04 10:07:12","","2518","896716","<p>Given that indexing is so important as your data set increases in size, can someone explain how indexing works at a database-agnostic level?</p>

<p>For information on queries to index a field, check out <a href=""https://stackoverflow.com/questions/1156/"">How do I index a database column</a>.</p>
","264","","209139","","2018-07-24 11:59:17","2020-02-15 09:40:05","How does database indexing work?","<sql><database><performance><indexing><database-indexes>","8","0","1585","2018-10-25 01:04:05","","CC BY-SA 4.0"
"1131","1","1135","","2008-08-04 10:43:05","","39","4528","<p>Back in the old days, Help was not trivial but possible: generate some funky .rtf file with special tags, run it through a compiler, and you got a WinHelp file (.hlp) that actually works really well.</p>

<p>Then, Microsoft decided that WinHelp was not hip and cool anymore and switched to CHM, up to the point they actually axed WinHelp from Vista.</p>

<p>Now, CHM maybe nice, but everyone that tried to open a .chm file on the Network will know the nice ""Navigation to the webpage was canceled"" screen that is caused by security restrictions.</p>

<p>While there are ways to make CHM work off the network, this is hardly a good choice, because when a user presses the Help Button he wants help and not have to make some funky settings.</p>

<p>Bottom Line: I find CHM absolutely unusable. But with WinHelp not being an option anymore either, I wonder what the alternatives are, especially when it comes to integrate with my Application (i.e. for WinHelp and CHM there are functions that allow you to directly jump to a topic)?</p>

<p>PDF has the disadvantage of requiring the Adobe Reader (or one of the more lightweight ones that not many people use). I could live with that seeing as this is kind of standard nowadays, but can you tell it reliably to jump to a given page/anchor?</p>

<p>HTML files seem to be the best choice, you then just have to deal with different browsers (CSS and stuff).</p>

<p><em>Edit:</em> I am looking to create my own Help Files. As I am a fan of the ""No Setup, Just Extract and Run"" Philosophy, i had that problem many times in the past because many of my users will run it off the network, which causes exactly this problem.</p>

<p>So i am looking for a more robust and future-proof way to provide help to my users without having to code a different help system for each application i make.</p>

<p>CHM is a really nice format, but that Security Stuff makes it unusable, as a Help system is supposed to provide help to the user, not to generate even more problems.</p>
","91","","1471203","Adam Mitz","2013-01-09 05:45:27","2014-01-16 17:01:50","Windows Help files - what are the options?","<windows><language-agnostic><chm><winhelp>","10","0","6","","","CC BY-SA 3.0"
"1145","1","1154","","2008-08-04 11:06:00","","17","7621","<p>I've tried to write a string replace function in C, which works on a <code>char *</code>, which has been allocated using <code>malloc()</code>.  It's a little different in that it will find and replace strings, rather than characters in the starting string.</p>

<p>It's trivial to do if the search and replace strings are the same length (or the replace string is shorter than the search string), since I have enough space allocated.  If I try to use <code>realloc()</code>, I get an error that tells me I am doing a double free - which I don't see how I am, since I am only using <code>realloc()</code>.</p>

<p>Perhaps a little code will help:</p>

<pre><code>void strrep(char *input, char *search, char *replace) {
    int searchLen = strlen(search);
    int replaceLen = strlen(replace);
    int delta = replaceLen - searchLen;
    char *find = input;

    while (find = strstr(find, search)) {

        if (delta &gt; 0) {
            realloc(input, strlen(input) + delta);
            find = strstr(input, search);            
        }

        memmove(find + replaceLen, find + searchLen, strlen(input) - (find - input));
        memmove(find, replace, replaceLen);
    }
}
</code></pre>

<p>The program works, until I try to <code>realloc()</code> in an instance where the replaced string will be longer than the initial string.  (It still kind of works, it just spits out errors as well as the result).</p>

<p>If it helps, the calling code looks like:</p>

<pre><code>#include &lt;stdio.h&gt;
#include &lt;string.h&gt;
#include &lt;stdlib.h&gt;

void strrep(char *input, char *search, char *replace);

int main(void) {
    char *input = malloc(81);

    while ((fgets(input, 81, stdin)) != NULL) {
        strrep(input, ""Noel"", ""Christmas"");
    }
}
</code></pre>
","188","","","user12211554","2020-01-24 05:46:37","2020-01-24 05:46:37","Why am I getting a double free or corruption error with realloc()?","<c><malloc>","8","0","3","","","CC BY-SA 4.0"
"1156","1","1157","","2008-08-04 11:21:26","","66","45188","<p>Hopefully, I can get answers for each database server.</p>

<p>For an outline of how indexing works check out: <a href=""https://stackoverflow.com/questions/1108/how-does-database-indexing-work"">How does database indexing work?</a></p>
","264","","-1","","2017-05-23 11:55:03","2019-08-07 19:09:29","How do I index a database column","<sql><database><indexing>","9","3","23","","","CC BY-SA 3.0"
"1160","1","975299","","2008-08-04 11:37:24","","43","18597","<p>I am using CCNET on a sample project with SVN as my source control. CCNET is configured to create a build on every check in. CCNET uses MSBuild to build the source code.</p>

<p>I would like to use the latest revision number to generate <code>AssemblyInfo.cs</code> while compiling.
How can I retrieve the latest revision from subversion and use the value in CCNET?</p>

<p>Edit: I'm not using NAnt - only MSBuild.</p>
","120","","2384186","hitec","2017-12-22 18:59:19","2017-12-22 18:59:19","Use SVN Revision to label build in CCNET","<svn><msbuild><cruisecontrol.net>","12","0","28","","","CC BY-SA 3.0"
"1171","1","28705","","2008-08-04 12:00:57","","70","27205","<p>I need to be able to manipulate a large (10^7 nodes) graph in python. The data corresponding to each node/edge is minimal, say, a small number of strings. What is the most efficient, in terms of <strong><em>memory and speed</em></strong>, way of doing this? </p>

<p>A dict of dicts is more flexible and simpler to implement, but I intuitively expect a list of lists to be faster. The list option would also require that I keep the data separate from the structure, while dicts would allow for something of the sort:</p>

<pre><code>graph[I][J][""Property""]=""value""
</code></pre>

<p>What would you suggest?</p>

<hr>

<p>Yes, I should have been a bit clearer on what I mean by efficiency. In this particular case I mean it in terms of random access retrieval.</p>

<p>Loading the data in to memory isn't a huge problem. That's done once and for all. The time consuming part is visiting the nodes so I can extract the information and measure the metrics I'm interested in.</p>

<p>I hadn't considered making each node a class (properties are the same for all nodes) but it seems like that would add an extra layer of overhead? I was hoping someone would have some direct experience with a similar case that they could share. After all, graphs are one of the most common abstractions in CS.</p>
","280","","1571709","","2017-03-22 17:42:28","2017-03-22 17:42:28","What is the most efficient graph data structure in Python?","<python><performance><data-structures><graph-theory>","7","4","41","2016-01-20 02:53:03","","CC BY-SA 3.0"
"1176","1","1186","","2008-08-04 12:11:55","","33","15757","<p>I have just recently started to study Ruby, and in lieu of Jeff's advice over the weekend...</p>

<ol>
<li>Stop theorizing.</li>
<li>Write lots of software.</li>
<li>Learn from your mistakes. </li>
</ol>

<p>...I was interested in honing my skills while helping out the Open Source Community the process so I thought I'd ask if anyone have any suggestions for cool/interesting Open Source Projects written in Ruby that you know of or are involved in.</p>
","25","","1190","Gaius","2008-08-26 13:59:34","2014-03-21 16:13:27","Open Source Ruby Projects","<ruby><open-source>","6","0","20","2012-09-04 22:48:28","","CC BY-SA 2.5"
"1180","1","1232","","2008-08-04 12:22:07","","25","5007","<p>I am looking to allow users to control of subdomain of an app I am toying with, much like Basecamp where it is <code>customusername.seework.com</code>.</p>

<p>What is required on the <code>DNS</code> end to allow these to be created dynamically and be available instantly. </p>

<p>And how do you recommend dealing with this in the logic of the site? <code>Htaccess</code> rule to  lookup the subdomain in the <code>DB</code>?</p>
","281","","1571407","","2015-04-17 22:27:31","2017-12-28 05:40:57","How to make subdomain user accounts in a webapp","<web-applications><dns><subdomain><account>","4","0","11","","","CC BY-SA 3.0"
"1189","1","1190","","2008-08-04 12:38:21","","17","3162","<p>One of the sites I maintain relies heavily on the use of <code>ViewState</code> (it isn't my code). However, on certain pages where the <code>ViewState</code> is extra-bloated, Safari throws a <code>""Validation of viewstate MAC failed""</code> error.</p>

<p>This appears to only happen in Safari. Firefox, IE and Opera all load successfully in the same scenario.</p>
","258","","567854","","2019-01-20 13:45:08","2019-01-20 13:45:08","ViewState invalid only in Safari","<c#><.net><safari><viewstate>","3","0","1","","","CC BY-SA 4.0"
"1229","1","","","2008-08-04 13:38:18","","17","28464","<p>I want to link to a specific slide in an online PowerPoint file, (e.g.  <code>http://www.example.com/hello.ppt</code>) but what I want is that when people click on my link, it goes straight to the nth slide.</p>

<p>Is this possible?</p>
","","Jin","3589392","Prakash","2014-05-15 14:46:04","2019-11-06 12:29:00","How do I hyperlink to a specific slide of a .ppt file?","<hyperlink><powerpoint>","4","0","4","","","CC BY-SA 3.0"
"1237","1","1243","","2008-08-04 13:47:10","","49","84160","<p>I have a file in the following format:</p>

<pre>
Data Data
Data
[Start]
Data I want
[End]
Data
</pre>

<p>I'd like to grab the <code>Data I want</code> from between the <code>[Start]</code> and <code>[End]</code> tags using a Regex. Can anyone show me how this might be done?</p>
","230","","4003227","Dan","2017-09-14 07:01:09","2017-09-18 13:36:20","Regex: To pull out a sub-string between two tags in a string","<regex><parsing>","9","1","14","","","CC BY-SA 3.0"
"1241","1","1275","","2008-08-04 13:52:25","","27","2659","<p>I have a client-server app where the client is on a Windows Mobile 6 device, written in C++ and the server is on full Windows and written in C#. </p>

<p>Originally, I only needed it to send messages from the client to the server, with the server only ever sending back an acknowledgement that it received the message.  Now, I would like to update it so that the server can actually send a message to the client to request data.  As I currently have it set up so the client is only in receive mode after it sends data to the server, this doesn't allow for the server to send a request at any time.  I would have to wait for client data.  My first thought would be to create another thread on the client with a separate open socket, listening for server requests...just like the server already has in respect the client.  Is there a way, within the same thread and using the same socket, to all the server to send requests at any time?</p>

<p>Can you use something to the effect of <code>WaitForMultipleObjects()</code> and pass it a receive buffer and an event that tells it there is data to be sent?</p>
","194","","567854","","2019-01-20 13:44:54","2019-01-20 13:44:54","Asynchronous multi-direction server-client communication over the same open socket?","<c#><c++><sockets>","4","0","1","","","CC BY-SA 4.0"
"1261","1","1272","","2008-08-04 14:06:48","","64","39280","<p>My company is using CVS as our de-facto standard for source control. However, I've heard a lot of people say that SVN is better.</p>

<p>I know SVN is newer, but other than that, I'm unfamiliar with its benefits.</p>

<p>What I'm looking for is a good, succinct comparison of the two systems, noting any advantages or disadvantages of each in a Java/Eclipse development environment.</p>
","292","","1454806","shs","2013-04-11 20:22:47","2020-10-08 18:07:11","What are the advantages of using SVN over CVS?","<svn><version-control><cvs>","12","0","10","","","CC BY-SA 3.0"
"1276","1","1338","","2008-08-04 14:31:11","","316","189092","<p>At what point does a MySQL database start to lose performance?</p>

<ul>
<li>Does physical database size matter?</li>
<li>Do number of records matter?</li>
<li>Is any performance degradation linear or exponential?</li>
</ul>

<p>I have what I believe to be a large database, with roughly 15M records which take up almost 2GB. Based on these numbers, is there any incentive for me to clean the data out, or am I safe to allow it to continue scaling for a few more years?</p>
","30","","3664960","","2016-01-27 23:40:20","2020-07-27 16:27:23","How big can a MySQL database get before performance starts to degrade","<mysql><database><database-performance>","15","0","108","","","CC BY-SA 3.0"
"1284","1","","","2008-08-04 14:40:58","","25","8063","<p>I am looking for a tool that can detect malicious requests (such as obvious SQL injection gets or posts) and will immediately ban the IP address of the requester/add to a blacklist. I am aware that in an ideal world our code should be able to handle such requests and treat them accordingly, but there is a lot of value in such a tool even when the site is safe from these kinds of attacks, as it can lead to saving bandwidth, preventing bloat of analytics, etc.</p>

<p>Ideally, I'm looking for a cross-platform (<code>LAMP/.NET</code>) solution that sits at a higher level than the technology stack; perhaps at the web-server or hardware level. I'm not sure if this exists, though.</p>

<p>Either way, I'd like to hear the community's feedback so that I can see what my options might be with regard to implementation and approach.</p>
","","Schmidty","6715577","Mark Biek","2016-09-11 20:49:24","2017-10-18 22:01:40","Catching SQL Injection and other Malicious Web Requests","<sql><xss><sql-injection>","8","0","2","","","CC BY-SA 3.0"
"1292","1","1305","","2008-08-04 14:47:10","","62","30563","<p>I have a Queue&lt;T&gt; object that I have initialised to a capacity of 2, but obviously that is just the capacity and it keeps expanding as I add items.  Is there already an object that automatically dequeues an item when the limit is reached, or is the best solution to create my own inherited class?</p>
","192","","","","","2020-05-30 20:48:24","Limit size of Queue<T> in .NET?","<.net><collections><queue>","8","0","8","","","CC BY-SA 2.5"
"1300","1","1673","","2008-08-04 14:55:04","","32","3879","<p>I am using MSBuild to build my stuff. I want to use CruiseControl.net as by Build Server.</p>

<p>Now, CCNET refers nAnt a lot, but it looks as if ccnet can do most of the stuff nant could do through the project configuration and msbuild. Also, nAnt seems a bit unsupported, with a Beta release that is almost a year old now.</p>

<p>In short: I am actually quite happy with MSBuild (especially since it's the ""official"" compiler front end) and a bit uncomfortable with nAnt, but I do not want to judge prematurely.</p>

<p>What would be reasons to use nAnt over MSBuild? Especially with ccnet, which seems to overlap a bit with nant in terms of features (and adding the automated build related stuff)</p>
","91","","905","Keith","2008-08-18 09:27:37","2008-09-29 14:00:55","Is nAnt still supported and suitable for .net 3.5/VS2008?","<.net><.net-3.5><msbuild><nant>","7","0","5","","","CC BY-SA 2.5"
"1304","1","1309","","2008-08-04 14:56:57","","258","200990","<p>Is there any way to check whether a file is locked without using a try/catch block?  </p>

<p>Right now, the only way I know of is to just open the file and catch any <code>System.IO.IOException</code>.</p>
","121","","1468295","Gulzar","2015-04-30 10:33:41","2016-02-07 00:35:28","How to check for file lock?","<c#><.net><io><filelock>","12","3","55","2016-05-09 05:08:15","","CC BY-SA 3.0"
"1306","1","1318","","2008-08-04 14:57:59","","46","11980","<p>I'd like to create a progress bar to indicate the status of an a batch job in <code>Ruby</code>. </p>

<p>I've read some <a href=""http://tldp.org/HOWTO/NCURSES-Programming-HOWTO/"" rel=""noreferrer"" title=""NCURSES Programming HOWTO"">tutorials</a> / <a href=""http://ncurses-ruby.berlios.de/"" rel=""noreferrer"" title=""ncurses-ruby"">libraries</a> on using <em>(n)curses</em>, none of which were particularly helpful in explaining how to create an <em>""animated""</em> progress bar in the terminal or using curses with <code>Ruby</code>. </p>

<p>I'm already aware of using a separate thread to monitor the progress of a given job, I'm just not sure how to proceed with drawing a progress bar. </p>

<hr>

<p><strong>Update</strong>  </p>

<p><a href=""http://0xcc.net/ruby-progressbar/"" rel=""noreferrer"" title=""ruby-progressbar"">ProgressBar</a> class was incredibly straight-forward, perfectly solved my problem.</p>
","302","","1616697","gomercobs","2015-12-14 09:10:32","2015-12-14 09:10:32","How do I use (n)curses in Ruby?","<ruby><unix><curses>","4","0","14","","","CC BY-SA 3.0"
"1311","1","","","2008-08-04 15:02:41","","20","756","<p>How do you specify a callback for <code>rb-&gt;pcm_play_data()</code>?</p>
","306","","95135","","2010-02-17 22:15:50","2020-03-17 20:39:54","Rockbox audio format","<c><audio><rockbox>","1","0","1","","","CC BY-SA 2.5"
"1313","1","74033","","2008-08-04 15:08:13","","50","17579","<p><a href=""https://stackoverflow.com/questions/180/function-for-creating-color-wheels"">Original Question</a></p>

<p>I am looking for a function that attempts to quantify how ""distant"" (or distinct) two colors are. This question is really in two parts: </p>

<ol>
<li>What color space best represents human vision?</li>
<li>What distance metric in that space best represents human vision (euclidean?)</li>
</ol>
","2089740","","-1","","2017-05-23 12:17:56","2016-07-15 12:55:38","Followup: Finding an accurate ""distance"" between colors","<language-agnostic><colors>","8","1","22","","","CC BY-SA 2.5"
"1314","1","1319","","2008-08-04 15:09:07","","19","1941","<p>We have been using CruiseControl for quite a while with NUnit and NAnt.  For a recent project we decided to use the testing framework that comes with Visual Studio, which so far has been adequate.</p>

<p>I'm attempting to get the solution running in CruiseControl. I've finally got the build itself to work; however, I have been unable to get any tests to show up in the CruiseControl interface despite adding custom build tasks and components designed to do just that.  Does anyone have a definitive link out there to instructions on getting this set up?</p>
","312","","101371","Chris Fournier","2011-05-02 10:06:56","2011-05-02 10:06:56","Using MSTest with CruiseControl.NET","<msbuild><build-process><cruisecontrol.net>","2","0","2","","","CC BY-SA 3.0"
"1323","1","","","2008-08-04 15:14:47","","24","2551","<p><a href=""https://stackoverflow.com/questions/180/function-for-creating-color-wheels"">Original Question</a></p>

<p>If you are given N maximally distant colors (and some associated distance metric), can you come up with a way to sort those colors into some order such that the first M are also reasonably close to being a maximally distinct set?</p>

<p>In other words, given a bunch of distinct colors, come up with an ordering so I can use as many colors as I need starting at the beginning and be reasonably assured that they are all distinct and that nearby colors are also very distinct (e.g., bluish red isn't next to reddish blue).</p>

<p>Randomizing is OK but certainly not optimal.</p>

<p><em>Clarification: Given some large and visually distinct set of colors (say 256, or 1024), I want to sort them such that when I use the first, say, 16 of them that I get a relatively visually distinct subset of colors. This is equivalent, roughly, to saying I want to sort this list of 1024 so that the closer individual colors are visually, the farther apart they are on the list.</em></p>
","2089740","","-1","","2017-05-23 12:26:00","2012-09-03 20:50:02","Followup: ""Sorting"" colors by distinctiveness","<algorithm><language-agnostic><colors>","9","0","7","","","CC BY-SA 2.5"
"1329","1","1339","","2008-08-04 15:20:42","","38","95483","<p>I need to copy hundreds of gigs of random files around on my computer and am pretty leery of using the vanilla file copy built into Windows.</p>

<p>I don't want it to hang on a ""Are you sure?"", ""Are you really sure?"", ""Even zip files?"", ""Surely not read-only files too!"" loop as soon as I step away.</p>

<p>I don't want it to work for hours and then stop unexpectedly: ""Someone once opened this file and so I won't copy it!"" and then cancel the whole copy or just quit with no indication of what was done and what work remains.</p>

<p>What file management programs do you have experience with?  Which do you recommend?</p>

<p>This question is related to my other question: <a href=""https://stackoverflow.com/questions/225/how-can-i-use-an-old-pata-hard-disk-drive-on-my-newer-sata-only-computer"">How can I use an old PATA hard disk drive on my newer SATA-only computer?</a></p>
","83","","-1","dbr","2017-05-23 12:08:44","2014-05-02 12:49:16","What is a better file copy alternative than the Windows default?","<windows><file><filesystems><utilities>","22","1","16","2011-03-23 14:35:27","","CC BY-SA 2.5"
"1376","1","","","2008-08-04 16:05:29","","20","6545","<p>I need the name of the current logged in user in my <strong>Air/Flex</strong> application. The application will only be deployed on Windows machines. I think I could attain this by regexing the User directory, but am open to other ways.</p>
","26","","5044304","","2019-12-16 11:49:24","2019-12-16 11:49:24","Get the current logged in OS user in Adobe Air","<apache-flex><air>","5","0","2","","","CC BY-SA 4.0"
"1383","1","1393","","2008-08-04 16:27:39","","215","44911","<p>I saw many questions asking 'how' to unit test in a specific language, but no question asking 'what', 'why', and 'when'.</p>

<ul>
<li>What is it?</li>
<li>What does it do for me?</li>
<li>Why should I use it?</li>
<li>When should I use it (also when not)?</li>
<li>What are some common pitfalls and misconceptions</li>
</ul>
","314","","1595451","Steve M","2020-09-12 02:04:16","2020-09-12 02:04:16","What is unit testing?","<unit-testing>","20","4","101","2019-07-18 14:32:24","","CC BY-SA 3.0"
"1384","1","","","2008-08-04 16:29:23","","77","15044","<p>What is the concensus on when to use one of these tools adversed to the other? I find Subsonic very useful in terms of getting things done quickly, but on large projects it tends not to scale, and its ties your domain model to your database model. That is where Nhibernate comes in as it gives you lightweight POCOs that are unrelated to your database model, but the setup time is much longer.</p>
","230","","22039","Jon Limjap","2009-04-11 14:32:44","2011-11-22 11:48:38","Subsonic Vs NHibernate","<.net><nhibernate><orm><subsonic>","15","0","29","2020-12-30 07:03:00","","CC BY-SA 2.5"
"1387","1","","","2008-08-04 16:30:46","","22","838","<p>This is an open-ended question.  What approaches should I consider?</p>
","","Larsenal","","","","2009-05-11 05:52:39","What are the current best options for parallelizing a CPU-intensive .NET app?","<.net><parallel-processing>","5","1","3","2015-02-10 17:14:18","","CC BY-SA 2.5"
"1390","1","1394","","2008-08-04 16:33:36","","27","2037","<p>I'm setting up a dedicated SQL Server 2005 box on Windows Server 2008 this week, and would like to pare it down to be as barebones as possible while still being fully functional.</p>

<p>To that end, the ""Server Core"" option sounds appealing, but I'm not clear about whether or not I can run SQL Server on that SKU.  Several services are addressed on the <a href=""http://www.microsoft.com/windowsserver2008/en/us/compare-core-installation.aspx"" rel=""noreferrer"">Microsoft website</a>, but I don't see any indication about SQL Server.</p>

<p>Does anyone know definitively?</p>
","60","","76337","moocha","2010-02-20 22:34:34","2018-05-10 16:52:32","Is Windows Server 2008 ""Server Core"" appropriate for a SQL Server instance?","<sql-server><windows-server-2008>","6","0","1","","","CC BY-SA 2.5"
"1401","1","1418","","2008-08-04 16:44:25","","35","3358","<p>I have a custom validation function in JavaScript in a user control on a .Net 2.0 web site which checks to see that the fee paid is not in excess of the fee amount due. </p>

<p>I've placed the validator code in the <code>ascx</code> file, and I have also tried using <code>Page.ClientScript.RegisterClientScriptBlock()</code> and in both cases the validation fires, but cannot find the JavaScript function.</p>

<p>The output in Firefox's error console is <code>""feeAmountCheck is not defined""</code>. Here is the function (this was taken directly from firefox->view source)</p>

<pre><code>&lt;script type=""text/javascript""&gt;
    function feeAmountCheck(source, arguments)
    {
        var amountDue = document.getElementById('ctl00_footerContentHolder_Fees1_FeeDue');
        var amountPaid = document.getElementById('ctl00_footerContentHolder_Fees1_FeePaid');

        if (amountDue.value &gt; 0 &amp;&amp; amountDue &gt;= amountPaid)
        {
            arguments.IsValid = true;
        }
        else
        {
            arguments.IsValid = false;
        }

        return arguments;
    }
&lt;/script&gt;
</code></pre>

<p>Any ideas as to why the function isn't being found? How can I remedy this without having to add the function to my master page or consuming page?</p>
","149","","1221792","user1873471","2018-05-02 06:34:29","2018-11-17 04:26:32","ASP.Net Custom Client-Side Validation","<asp.net><javascript><validation>","4","0","1","","","CC BY-SA 4.0"
"1408","1","1421","","2008-08-04 16:54:49","","312","255886","<p>Is it possible to configure <a href=""http://www.apachefriends.org/en/xampp.html"" rel=""noreferrer"">xampp</a> to serve up a file outside of the <code>htdocs</code> directory?</p>

<p>For instance, say I have a file located as follows:</p>

<p><code>C:\projects\transitCalculator\trunk\TransitCalculator.php</code></p>

<p>and my <a href=""http://www.apachefriends.org/en/xampp.html"" rel=""noreferrer"">xampp</a> files are normally served out from:</p>

<p><code>C:\xampp\htdocs\</code></p>

<p>(because that's the default configuration) Is there some way to make Apache recognize and serve up my <code>TransitCalculator.php</code> file without moving it under <code>htdocs</code>? Preferably I'd like Apache to serve up/have access to the entire contents of the projects directory, and I don't want to move the projects directory under <code>htdocs</code>.</p>

<p>edit: edited to add Apache to the question title to make Q/A more ""searchable""</p>
","58","","-1","Mark Biek","2020-10-23 07:15:33","2020-10-23 07:15:33","Make XAMPP / Apache serve file outside of htdocs folder","<php><apache><xampp><server-configuration>","6","6","186","2013-07-18 15:23:17","","CC BY-SA 4.0"
"1409","1","27335","","2008-08-04 16:55:31","","21","1958","<p>I am writing an application that downloads large files in the background. All clients are logged in locally, or through a VPN. When they are logged in locally, I do not want to throttle downloads. However, I would like to limit downloads to 10 KBps when the user is connected via VPN. I can differentiate between these users by IP Address range.</p>

<p>Since this is an AIR Application, I figure I will throttle via server-side since I can do it from either the server itself (IIS 6) or the web service (asp.net / C#). </p>

<p>Throttling through IIS 6 seems to work fine, but it seems like it has to be done across the entire web site. Is there anyway to do this via IP? Or will I have to rig this up in .NET?</p>
","26","","1471203","modesty","2013-01-09 05:44:28","2018-06-10 10:45:56","Bandwith throttling in IIS 6 by IP Address","<asp.net><iis>","1","1","1","","","CC BY-SA 3.0"
"1417","1","1425","","2008-08-04 17:02:31","","53","22382","<p>First, let's get the security considerations out of the way. I'm using simple authentication under Apache for a one-off, internal use only, non-internet connected LAN, PHP web app.</p>

<p>How can get I the HTTP authenticated user name in PHP?</p>
","287","","6556397","user1645055","2019-06-04 09:27:18","2019-06-04 09:27:18","How can I get the authenticated user name under Apache using plain HTTP authentication and PHP?","<php><apache><authentication><http-authentication>","1","1","7","","","CC BY-SA 4.0"
"1451","1","1477","","2008-08-04 17:46:28","","26","3364","<p>I often encounter the following scenario where I need to offer many different types of permissions. I primarily use ASP.NET / VB.NET with SQL Server 2000.</p>
<p><strong>Scenario</strong></p>
<p>I want to offer a dynamic permission system that can work on different parameters. Let's say that I want to give either a department or just a specific person access to an application. And pretend that we have a number of applications that keeps growing.</p>
<p>In the past, I have chosen one of the following two ways that I know to do this.</p>
<ol>
<li><p>Use a single permission table with special columns that are used for
determining a how to apply the parameters. The special columns in
this example are <code>TypeID</code> and <code>TypeAuxID</code>. The SQL would look something
like this.</p>
<pre><code>SELECT COUNT(PermissionID)
FROM application_permissions
WHERE
(TypeID = 1 AND TypeAuxID = @UserID) OR
(TypeID = 2 AND TypeAuxID = @DepartmentID)
AND ApplicationID = 1
</code></pre>
</li>
<li><p>Use a mapping table for each type of permission, then joining them
all together.</p>
<pre><code>SELECT COUNT(perm.PermissionID)
FROM application_permissions perm
LEFT JOIN application_UserPermissions emp
ON perm.ApplicationID = emp.ApplicationID
LEFT JOIN application_DepartmentPermissions dept
ON perm.ApplicationID = dept.ApplicationID
WHERE q.SectionID=@SectionID
  AND (emp.UserID=@UserID OR dept.DeptID=@DeptID OR
 (emp.UserID IS NULL AND dept.DeptID IS NULL)) AND ApplicationID = 1
ORDER BY q.QID ASC
</code></pre>
</li>
</ol>
<p><strong>My Thoughts</strong></p>
<p>I hope that the examples make sense. I cobbled them together.</p>
<p>The first example requires less work, but neither of them feel like the best answer. Is there a better way to handle this?</p>
","106","","13536893","","2020-08-13 10:47:22","2020-08-13 10:47:22","What is the best way to handle multiple permission types?","<sql><permissions>","5","0","5","","","CC BY-SA 4.0"
"1453","1","1456","","2008-08-04 17:51:13","","28","1823","<p>I'm trying to do this (which produces an unexpected T_VARIABLE error):</p>

<pre><code>public function createShipment($startZip, $endZip, $weight = 
$this-&gt;getDefaultWeight()){}
</code></pre>

<p>I don't want to put a magic number in there for weight since the object I am using has a <code>""defaultWeight""</code> parameter that all new shipments get if you don't specify a weight. I can't put the <code>defaultWeight</code> in the shipment itself, because it changes from shipment group to shipment group. Is there a better way to do it than the following?</p>

<pre><code>public function createShipment($startZip, $endZip, weight = 0){
    if($weight &lt;= 0){
        $weight = $this-&gt;getDefaultWeight();
    }
}
</code></pre>
","58","","6556397","Gaius","2019-06-04 09:27:40","2019-06-04 09:34:14","Using object property as default for method property","<php><parameters><error-handling>","5","0","1","","","CC BY-SA 4.0"
"1457","1","1468","","2008-08-04 17:53:32","","167","73590","<p>I'm writing an AJAX app, but as the user moves through the app, I'd like the URL in the address bar to update despite the lack of page reloads. Basically, I'd like for them to be able to bookmark at any point and thereby return to the current state. </p>

<p>How are people handling maintaining RESTfulness in AJAX apps? </p>
","331","","1471203","","2013-01-09 05:43:50","2020-04-24 12:58:05","Modify Address Bar URL in AJAX App to Match Current State","<ajax><url><rest><address-bar>","8","4","83","","","CC BY-SA 3.0"
